,municipality,gender,age_group,N
0,Aabenraa,Men,100+,30
1,Aabenraa,Men,15-19,1602
2,Aabenraa,Men,20-24,1202
3,Aabenraa,Men,25-29,1081
4,Aabenraa,Men,30-34,1239
5,Aabenraa,Men,35-39,1271
6,Aabenraa,Men,40-44,1176
7,Aabenraa,Men,45-49,1426
8,Aabenraa,Men,50-54,1679
9,Aabenraa,Men,55-59,1863
10,Aabenraa,Men,60-64,1955
11,Aabenraa,Men,65-69,1754
12,Aabenraa,Men,70-74,1633
13,Aabenraa,Men,75-79,1505
14,Aabenraa,Men,80-84,1080
15,Aabenraa,Men,85-89,511
16,Aabenraa,Men,90-94,156
17,Aabenraa,Women,100+,79
18,Aabenraa,Women,15-19,1447
19,Aabenraa,Women,20-24,1080
20,Aabenraa,Women,25-29,960
21,Aabenraa,Women,30-34,1197
22,Aabenraa,Women,35-39,1139
23,Aabenraa,Women,40-44,1157
24,Aabenraa,Women,45-49,1357
25,Aabenraa,Women,50-54,1658
26,Aabenraa,Women,55-59,1836
27,Aabenraa,Women,60-64,1876
28,Aabenraa,Women,65-69,1825
29,Aabenraa,Women,70-74,1784
30,Aabenraa,Women,75-79,1619
31,Aabenraa,Women,80-84,1250
32,Aabenraa,Women,85-89,678
33,Aabenraa,Women,90-94,303
34,Aalborg,Men,100+,83
35,Aalborg,Men,15-19,5558
36,Aalborg,Men,20-24,9704
37,Aalborg,Men,25-29,10715
38,Aalborg,Men,30-34,8130
39,Aalborg,Men,35-39,6146
40,Aalborg,Men,40-44,5315
41,Aalborg,Men,45-49,5634
42,Aalborg,Men,50-54,6038
43,Aalborg,Men,55-59,6196
44,Aalborg,Men,60-64,6192
45,Aalborg,Men,65-69,5163
46,Aalborg,Men,70-74,4605
47,Aalborg,Men,75-79,4225
48,Aalborg,Men,80-84,3020
49,Aalborg,Men,85-89,1399
50,Aalborg,Men,90-94,452
51,Aalborg,Women,100+,205
52,Aalborg,Women,15-19,5499
53,Aalborg,Women,20-24,9624
54,Aalborg,Women,25-29,9257
55,Aalborg,Women,30-34,7057
56,Aalborg,Women,35-39,5554
57,Aalborg,Women,40-44,4921
58,Aalborg,Women,45-49,5573
59,Aalborg,Women,50-54,5925
60,Aalborg,Women,55-59,6201
61,Aalborg,Women,60-64,6231
62,Aalborg,Women,65-69,5584
63,Aalborg,Women,70-74,5004
64,Aalborg,Women,75-79,5004
65,Aalborg,Women,80-84,3881
66,Aalborg,Women,85-89,1983
67,Aalborg,Women,90-94,805
68,Aarhus,Men,100+,98
69,Aarhus,Men,15-19,8345
70,Aarhus,Men,20-24,18692
71,Aarhus,Men,25-29,22124
72,Aarhus,Men,30-34,14097
73,Aarhus,Men,35-39,9440
74,Aarhus,Men,40-44,7713
75,Aarhus,Men,45-49,7955
76,Aarhus,Men,50-54,8505
77,Aarhus,Men,55-59,8463
78,Aarhus,Men,60-64,8256
79,Aarhus,Men,65-69,7257
80,Aarhus,Men,70-74,6556
81,Aarhus,Men,75-79,5473
82,Aarhus,Men,80-84,3725
83,Aarhus,Men,85-89,1734
84,Aarhus,Men,90-94,554
85,Aarhus,Women,100+,316
86,Aarhus,Women,15-19,8116
87,Aarhus,Women,20-24,21652
88,Aarhus,Women,25-29,22234
89,Aarhus,Women,30-34,12845
90,Aarhus,Women,35-39,8923
91,Aarhus,Women,40-44,7724
92,Aarhus,Women,45-49,7792
93,Aarhus,Women,50-54,8906
94,Aarhus,Women,55-59,8967
95,Aarhus,Women,60-64,8845
96,Aarhus,Women,65-69,8018
97,Aarhus,Women,70-74,7190
98,Aarhus,Women,75-79,6628
99,Aarhus,Women,80-84,4805
100,Aarhus,Women,85-89,2746
101,Aarhus,Women,90-94,1112
102,Albertslund,Men,100+,4
103,Albertslund,Men,15-19,827
104,Albertslund,Men,20-24,891
105,Albertslund,Men,25-29,711
106,Albertslund,Men,30-34,710
107,Albertslund,Men,35-39,628
108,Albertslund,Men,40-44,583
109,Albertslund,Men,45-49,631
110,Albertslund,Men,50-54,745
111,Albertslund,Men,55-59,779
112,Albertslund,Men,60-64,767
113,Albertslund,Men,65-69,542
114,Albertslund,Men,70-74,494
115,Albertslund,Men,75-79,515
116,Albertslund,Men,80-84,403
117,Albertslund,Men,85-89,187
118,Albertslund,Men,90-94,74
119,Albertslund,Women,100+,14
120,Albertslund,Women,15-19,784
121,Albertslund,Women,20-24,793
122,Albertslund,Women,25-29,647
123,Albertslund,Women,30-34,720
124,Albertslund,Women,35-39,669
125,Albertslund,Women,40-44,600
126,Albertslund,Women,45-49,706
127,Albertslund,Women,50-54,714
128,Albertslund,Women,55-59,777
129,Albertslund,Women,60-64,772
130,Albertslund,Women,65-69,560
131,Albertslund,Women,70-74,560
132,Albertslund,Women,75-79,663
133,Albertslund,Women,80-84,558
134,Albertslund,Women,85-89,282
135,Albertslund,Women,90-94,82
136,Allerød,Men,100+,13
137,Allerød,Men,15-19,908
138,Allerød,Men,20-24,507
139,Allerød,Men,25-29,271
140,Allerød,Men,30-34,530
141,Allerød,Men,35-39,755
142,Allerød,Men,40-44,667
143,Allerød,Men,45-49,688
144,Allerød,Men,50-54,888
145,Allerød,Men,55-59,907
146,Allerød,Men,60-64,864
147,Allerød,Men,65-69,651
148,Allerød,Men,70-74,554
149,Allerød,Men,75-79,554
150,Allerød,Men,80-84,497
151,Allerød,Men,85-89,245
152,Allerød,Men,90-94,81
153,Allerød,Women,100+,36
154,Allerød,Women,15-19,891
155,Allerød,Women,20-24,373
156,Allerød,Women,25-29,271
157,Allerød,Women,30-34,563
158,Allerød,Women,35-39,777
159,Allerød,Women,40-44,704
160,Allerød,Women,45-49,782
161,Allerød,Women,50-54,917
162,Allerød,Women,55-59,907
163,Allerød,Women,60-64,907
164,Allerød,Women,65-69,670
165,Allerød,Women,70-74,606
166,Allerød,Women,75-79,696
167,Allerød,Women,80-84,606
168,Allerød,Women,85-89,348
169,Allerød,Women,90-94,119
170,Assens,Men,100+,24
171,Assens,Men,15-19,1219
172,Assens,Men,20-24,804
173,Assens,Men,25-29,680
174,Assens,Men,30-34,950
175,Assens,Men,35-39,1020
176,Assens,Men,40-44,899
177,Assens,Men,45-49,1135
178,Assens,Men,50-54,1342
179,Assens,Men,55-59,1507
180,Assens,Men,60-64,1516
181,Assens,Men,65-69,1287
182,Assens,Men,70-74,1174
183,Assens,Men,75-79,1144
184,Assens,Men,80-84,726
185,Assens,Men,85-89,363
186,Assens,Men,90-94,111
187,Assens,Women,100+,66
188,Assens,Women,15-19,1029
189,Assens,Women,20-24,632
190,Assens,Women,25-29,623
191,Assens,Women,30-34,938
192,Assens,Women,35-39,946
193,Assens,Women,40-44,907
194,Assens,Women,45-49,1138
195,Assens,Women,50-54,1324
196,Assens,Women,55-59,1446
197,Assens,Women,60-64,1482
198,Assens,Women,65-69,1285
199,Assens,Women,70-74,1198
200,Assens,Women,75-79,1203
201,Assens,Women,80-84,895
202,Assens,Women,85-89,465
203,Assens,Women,90-94,187
204,Ballerup,Men,100+,20
205,Ballerup,Men,15-19,1431
206,Ballerup,Men,20-24,1355
207,Ballerup,Men,25-29,1321
208,Ballerup,Men,30-34,1325
209,Ballerup,Men,35-39,1364
210,Ballerup,Men,40-44,1262
211,Ballerup,Men,45-49,1280
212,Ballerup,Men,50-54,1506
213,Ballerup,Men,55-59,1518
214,Ballerup,Men,60-64,1581
215,Ballerup,Men,65-69,1157
216,Ballerup,Men,70-74,897
217,Ballerup,Men,75-79,860
218,Ballerup,Men,80-84,716
219,Ballerup,Men,85-89,456
220,Ballerup,Men,90-94,159
221,Ballerup,Women,100+,56
222,Ballerup,Women,15-19,1355
223,Ballerup,Women,20-24,1158
224,Ballerup,Women,25-29,1210
225,Ballerup,Women,30-34,1350
226,Ballerup,Women,35-39,1382
227,Ballerup,Women,40-44,1137
228,Ballerup,Women,45-49,1332
229,Ballerup,Women,50-54,1540
230,Ballerup,Women,55-59,1574
231,Ballerup,Women,60-64,1546
232,Ballerup,Women,65-69,1237
233,Ballerup,Women,70-74,1076
234,Ballerup,Women,75-79,1178
235,Ballerup,Women,80-84,1164
236,Ballerup,Women,85-89,727
237,Ballerup,Women,90-94,256
238,Billund,Men,100+,10
239,Billund,Men,15-19,727
240,Billund,Men,20-24,568
241,Billund,Men,25-29,498
242,Billund,Men,30-34,589
243,Billund,Men,35-39,609
244,Billund,Men,40-44,621
245,Billund,Men,45-49,711
246,Billund,Men,50-54,754
247,Billund,Men,55-59,840
248,Billund,Men,60-64,920
249,Billund,Men,65-69,778
250,Billund,Men,70-74,666
251,Billund,Men,75-79,649
252,Billund,Men,80-84,476
253,Billund,Men,85-89,228
254,Billund,Men,90-94,68
255,Billund,Women,100+,39
256,Billund,Women,15-19,739
257,Billund,Women,20-24,432
258,Billund,Women,25-29,387
259,Billund,Women,30-34,547
260,Billund,Women,35-39,591
261,Billund,Women,40-44,534
262,Billund,Women,45-49,691
263,Billund,Women,50-54,720
264,Billund,Women,55-59,822
265,Billund,Women,60-64,881
266,Billund,Women,65-69,807
267,Billund,Women,70-74,694
268,Billund,Women,75-79,696
269,Billund,Women,80-84,554
270,Billund,Women,85-89,295
271,Billund,Women,90-94,126
272,Bornholm,Men,100+,13
273,Bornholm,Men,15-19,963
274,Bornholm,Men,20-24,631
275,Bornholm,Men,25-29,592
276,Bornholm,Men,30-34,827
277,Bornholm,Men,35-39,819
278,Bornholm,Men,40-44,800
279,Bornholm,Men,45-49,934
280,Bornholm,Men,50-54,1150
281,Bornholm,Men,55-59,1260
282,Bornholm,Men,60-64,1586
283,Bornholm,Men,65-69,1486
284,Bornholm,Men,70-74,1416
285,Bornholm,Men,75-79,1298
286,Bornholm,Men,80-84,955
287,Bornholm,Men,85-89,396
288,Bornholm,Men,90-94,131
289,Bornholm,Women,100+,68
290,Bornholm,Women,15-19,901
291,Bornholm,Women,20-24,502
292,Bornholm,Women,25-29,550
293,Bornholm,Women,30-34,762
294,Bornholm,Women,35-39,799
295,Bornholm,Women,40-44,812
296,Bornholm,Women,45-49,931
297,Bornholm,Women,50-54,1234
298,Bornholm,Women,55-59,1305
299,Bornholm,Women,60-64,1602
300,Bornholm,Women,65-69,1514
301,Bornholm,Women,70-74,1495
302,Bornholm,Women,75-79,1378
303,Bornholm,Women,80-84,1070
304,Bornholm,Women,85-89,570
305,Bornholm,Women,90-94,247
306,Brøndby,Men,100+,18
307,Brøndby,Men,15-19,995
308,Brøndby,Men,20-24,913
309,Brøndby,Men,25-29,1037
310,Brøndby,Men,30-34,1100
311,Brøndby,Men,35-39,910
312,Brøndby,Men,40-44,832
313,Brøndby,Men,45-49,903
314,Brøndby,Men,50-54,941
315,Brøndby,Men,55-59,940
316,Brøndby,Men,60-64,1028
317,Brøndby,Men,65-69,882
318,Brøndby,Men,70-74,708
319,Brøndby,Men,75-79,650
320,Brøndby,Men,80-84,432
321,Brøndby,Men,85-89,191
322,Brøndby,Men,90-94,91
323,Brøndby,Women,100+,57
324,Brøndby,Women,15-19,932
325,Brøndby,Women,20-24,982
326,Brøndby,Women,25-29,1006
327,Brøndby,Women,30-34,988
328,Brøndby,Women,35-39,917
329,Brøndby,Women,40-44,785
330,Brøndby,Women,45-49,875
331,Brøndby,Women,50-54,859
332,Brøndby,Women,55-59,937
333,Brøndby,Women,60-64,1039
334,Brøndby,Women,65-69,954
335,Brøndby,Women,70-74,772
336,Brøndby,Women,75-79,730
337,Brøndby,Women,80-84,554
338,Brøndby,Women,85-89,367
339,Brøndby,Women,90-94,162
340,Brønderslev,Men,100+,26
341,Brønderslev,Men,15-19,1133
342,Brønderslev,Men,20-24,783
343,Brønderslev,Men,25-29,681
344,Brønderslev,Men,30-34,992
345,Brønderslev,Men,35-39,1031
346,Brønderslev,Men,40-44,899
347,Brønderslev,Men,45-49,1031
348,Brønderslev,Men,50-54,1225
349,Brønderslev,Men,55-59,1176
350,Brønderslev,Men,60-64,1267
351,Brønderslev,Men,65-69,1077
352,Brønderslev,Men,70-74,986
353,Brønderslev,Men,75-79,930
354,Brønderslev,Men,80-84,636
355,Brønderslev,Men,85-89,312
356,Brønderslev,Men,90-94,111
357,Brønderslev,Women,100+,41
358,Brønderslev,Women,15-19,1055
359,Brønderslev,Women,20-24,595
360,Brønderslev,Women,25-29,630
361,Brønderslev,Women,30-34,993
362,Brønderslev,Women,35-39,953
363,Brønderslev,Women,40-44,858
364,Brønderslev,Women,45-49,1043
365,Brønderslev,Women,50-54,1121
366,Brønderslev,Women,55-59,1169
367,Brønderslev,Women,60-64,1213
368,Brønderslev,Women,65-69,1072
369,Brønderslev,Women,70-74,971
370,Brønderslev,Women,75-79,971
371,Brønderslev,Women,80-84,749
372,Brønderslev,Women,85-89,416
373,Brønderslev,Women,90-94,187
374,Copenhagen,Men,100+,88
375,Copenhagen,Men,15-19,12920
376,Copenhagen,Men,20-24,23099
377,Copenhagen,Men,25-29,33204
378,Copenhagen,Men,30-34,28395
379,Copenhagen,Men,35-39,19017
380,Copenhagen,Men,40-44,14263
381,Copenhagen,Men,45-49,15234
382,Copenhagen,Men,50-54,16691
383,Copenhagen,Men,55-59,14831
384,Copenhagen,Men,60-64,13304
385,Copenhagen,Men,65-69,9819
386,Copenhagen,Men,70-74,7589
387,Copenhagen,Men,75-79,6546
388,Copenhagen,Men,80-84,4084
389,Copenhagen,Men,85-89,1596
390,Copenhagen,Men,90-94,413
391,Copenhagen,Women,100+,357
392,Copenhagen,Women,15-19,12688
393,Copenhagen,Women,20-24,27075
394,Copenhagen,Women,25-29,36346
395,Copenhagen,Women,30-34,27782
396,Copenhagen,Women,35-39,18296
397,Copenhagen,Women,40-44,14430
398,Copenhagen,Women,45-49,15121
399,Copenhagen,Women,50-54,16228
400,Copenhagen,Women,55-59,14481
401,Copenhagen,Women,60-64,13018
402,Copenhagen,Women,65-69,9977
403,Copenhagen,Women,70-74,8757
404,Copenhagen,Women,75-79,8057
405,Copenhagen,Women,80-84,5769
406,Copenhagen,Women,85-89,2816
407,Copenhagen,Women,90-94,1167
408,Dragør,Men,100+,9
409,Dragør,Men,15-19,478
410,Dragør,Men,20-24,247
411,Dragør,Men,25-29,96
412,Dragør,Men,30-34,196
413,Dragør,Men,35-39,325
414,Dragør,Men,40-44,366
415,Dragør,Men,45-49,483
416,Dragør,Men,50-54,518
417,Dragør,Men,55-59,517
418,Dragør,Men,60-64,454
419,Dragør,Men,65-69,419
420,Dragør,Men,70-74,338
421,Dragør,Men,75-79,415
422,Dragør,Men,80-84,281
423,Dragør,Men,85-89,142
424,Dragør,Men,90-94,49
425,Dragør,Women,100+,21
426,Dragør,Women,15-19,431
427,Dragør,Women,20-24,181
428,Dragør,Women,25-29,100
429,Dragør,Women,30-34,236
430,Dragør,Women,35-39,356
431,Dragør,Women,40-44,400
432,Dragør,Women,45-49,510
433,Dragør,Women,50-54,461
434,Dragør,Women,55-59,492
435,Dragør,Women,60-64,485
436,Dragør,Women,65-69,421
437,Dragør,Women,70-74,431
438,Dragør,Women,75-79,421
439,Dragør,Women,80-84,342
440,Dragør,Women,85-89,237
441,Dragør,Women,90-94,77
442,Egedal,Men,100+,4
443,Egedal,Men,15-19,1509
444,Egedal,Men,20-24,958
445,Egedal,Men,25-29,712
446,Egedal,Men,30-34,1182
447,Egedal,Men,35-39,1330
448,Egedal,Men,40-44,1133
449,Egedal,Men,45-49,1267
450,Egedal,Men,50-54,1619
451,Egedal,Men,55-59,1638
452,Egedal,Men,60-64,1510
453,Egedal,Men,65-69,1067
454,Egedal,Men,70-74,782
455,Egedal,Men,75-79,921
456,Egedal,Men,80-84,762
457,Egedal,Men,85-89,343
458,Egedal,Men,90-94,84
459,Egedal,Women,100+,27
460,Egedal,Women,15-19,1406
461,Egedal,Women,20-24,761
462,Egedal,Women,25-29,650
463,Egedal,Women,30-34,1301
464,Egedal,Women,35-39,1344
465,Egedal,Women,40-44,1161
466,Egedal,Women,45-49,1373
467,Egedal,Women,50-54,1726
468,Egedal,Women,55-59,1626
469,Egedal,Women,60-64,1415
470,Egedal,Women,65-69,1084
471,Egedal,Women,70-74,940
472,Egedal,Women,75-79,1082
473,Egedal,Women,80-84,967
474,Egedal,Women,85-89,451
475,Egedal,Women,90-94,136
476,Esbjerg,Men,100+,44
477,Esbjerg,Men,15-19,3207
478,Esbjerg,Men,20-24,2867
479,Esbjerg,Men,25-29,3008
480,Esbjerg,Men,30-34,3448
481,Esbjerg,Men,35-39,3080
482,Esbjerg,Men,40-44,2651
483,Esbjerg,Men,45-49,2935
484,Esbjerg,Men,50-54,3350
485,Esbjerg,Men,55-59,3596
486,Esbjerg,Men,60-64,3741
487,Esbjerg,Men,65-69,3402
488,Esbjerg,Men,70-74,3000
489,Esbjerg,Men,75-79,2650
490,Esbjerg,Men,80-84,1924
491,Esbjerg,Men,85-89,855
492,Esbjerg,Men,90-94,269
493,Esbjerg,Women,100+,122
494,Esbjerg,Women,15-19,3037
495,Esbjerg,Women,20-24,2671
496,Esbjerg,Women,25-29,2718
497,Esbjerg,Women,30-34,3059
498,Esbjerg,Women,35-39,2807
499,Esbjerg,Women,40-44,2554
500,Esbjerg,Women,45-49,2838
501,Esbjerg,Women,50-54,3369
502,Esbjerg,Women,55-59,3648
503,Esbjerg,Women,60-64,3781
504,Esbjerg,Women,65-69,3453
505,Esbjerg,Women,70-74,3190
506,Esbjerg,Women,75-79,2957
507,Esbjerg,Women,80-84,2330
508,Esbjerg,Women,85-89,1228
509,Esbjerg,Women,90-94,454
510,Faaborg-Midtfyn,Men,100+,31
511,Faaborg-Midtfyn,Men,15-19,1579
512,Faaborg-Midtfyn,Men,20-24,1027
513,Faaborg-Midtfyn,Men,25-29,867
514,Faaborg-Midtfyn,Men,30-34,1362
515,Faaborg-Midtfyn,Men,35-39,1356
516,Faaborg-Midtfyn,Men,40-44,1297
517,Faaborg-Midtfyn,Men,45-49,1395
518,Faaborg-Midtfyn,Men,50-54,1626
519,Faaborg-Midtfyn,Men,55-59,1822
520,Faaborg-Midtfyn,Men,60-64,1864
521,Faaborg-Midtfyn,Men,65-69,1634
522,Faaborg-Midtfyn,Men,70-74,1532
523,Faaborg-Midtfyn,Men,75-79,1388
524,Faaborg-Midtfyn,Men,80-84,1072
525,Faaborg-Midtfyn,Men,85-89,506
526,Faaborg-Midtfyn,Men,90-94,165
527,Faaborg-Midtfyn,Women,100+,82
528,Faaborg-Midtfyn,Women,15-19,1436
529,Faaborg-Midtfyn,Women,20-24,775
530,Faaborg-Midtfyn,Women,25-29,840
531,Faaborg-Midtfyn,Women,30-34,1351
532,Faaborg-Midtfyn,Women,35-39,1302
533,Faaborg-Midtfyn,Women,40-44,1230
534,Faaborg-Midtfyn,Women,45-49,1428
535,Faaborg-Midtfyn,Women,50-54,1631
536,Faaborg-Midtfyn,Women,55-59,1771
537,Faaborg-Midtfyn,Women,60-64,1907
538,Faaborg-Midtfyn,Women,65-69,1735
539,Faaborg-Midtfyn,Women,70-74,1556
540,Faaborg-Midtfyn,Women,75-79,1567
541,Faaborg-Midtfyn,Women,80-84,1163
542,Faaborg-Midtfyn,Women,85-89,633
543,Faaborg-Midtfyn,Women,90-94,304
544,Fanø,Men,100+,2
545,Fanø,Men,15-19,85
546,Fanø,Men,20-24,47
547,Fanø,Men,25-29,14
548,Fanø,Men,30-34,52
549,Fanø,Men,35-39,58
550,Fanø,Men,40-44,45
551,Fanø,Men,45-49,80
552,Fanø,Men,50-54,95
553,Fanø,Men,55-59,116
554,Fanø,Men,60-64,92
555,Fanø,Men,65-69,143
556,Fanø,Men,70-74,156
557,Fanø,Men,75-79,156
558,Fanø,Men,80-84,94
559,Fanø,Men,85-89,34
560,Fanø,Men,90-94,5
561,Fanø,Women,100+,8
562,Fanø,Women,15-19,84
563,Fanø,Women,20-24,30
564,Fanø,Women,25-29,24
565,Fanø,Women,30-34,46
566,Fanø,Women,35-39,62
567,Fanø,Women,40-44,59
568,Fanø,Women,45-49,80
569,Fanø,Women,50-54,110
570,Fanø,Women,55-59,123
571,Fanø,Women,60-64,139
572,Fanø,Women,65-69,146
573,Fanø,Women,70-74,167
574,Fanø,Women,75-79,171
575,Fanø,Women,80-84,117
576,Fanø,Women,85-89,37
577,Fanø,Women,90-94,15
578,Favrskov,Men,100+,19
579,Favrskov,Men,15-19,1703
580,Favrskov,Men,20-24,969
581,Favrskov,Men,25-29,753
582,Favrskov,Men,30-34,1319
583,Favrskov,Men,35-39,1433
584,Favrskov,Men,40-44,1280
585,Favrskov,Men,45-49,1569
586,Favrskov,Men,50-54,1833
587,Favrskov,Men,55-59,1645
588,Favrskov,Men,60-64,1474
589,Favrskov,Men,65-69,1221
590,Favrskov,Men,70-74,1103
591,Favrskov,Men,75-79,1111
592,Favrskov,Men,80-84,777
593,Favrskov,Men,85-89,345
594,Favrskov,Men,90-94,84
595,Favrskov,Women,100+,44
596,Favrskov,Women,15-19,1606
597,Favrskov,Women,20-24,803
598,Favrskov,Women,25-29,707
599,Favrskov,Women,30-34,1381
600,Favrskov,Women,35-39,1411
601,Favrskov,Women,40-44,1352
602,Favrskov,Women,45-49,1519
603,Favrskov,Women,50-54,1766
604,Favrskov,Women,55-59,1611
605,Favrskov,Women,60-64,1469
606,Favrskov,Women,65-69,1169
607,Favrskov,Women,70-74,1194
608,Favrskov,Women,75-79,1167
609,Favrskov,Women,80-84,878
610,Favrskov,Women,85-89,460
611,Favrskov,Women,90-94,178
612,Faxe,Men,100+,15
613,Faxe,Men,15-19,1144
614,Faxe,Men,20-24,851
615,Faxe,Men,25-29,740
616,Faxe,Men,30-34,930
617,Faxe,Men,35-39,945
618,Faxe,Men,40-44,808
619,Faxe,Men,45-49,1003
620,Faxe,Men,50-54,1297
621,Faxe,Men,55-59,1403
622,Faxe,Men,60-64,1406
623,Faxe,Men,65-69,1243
624,Faxe,Men,70-74,1031
625,Faxe,Men,75-79,955
626,Faxe,Men,80-84,679
627,Faxe,Men,85-89,301
628,Faxe,Men,90-94,87
629,Faxe,Women,100+,44
630,Faxe,Women,15-19,972
631,Faxe,Women,20-24,609
632,Faxe,Women,25-29,646
633,Faxe,Women,30-34,969
634,Faxe,Women,35-39,883
635,Faxe,Women,40-44,834
636,Faxe,Women,45-49,987
637,Faxe,Women,50-54,1252
638,Faxe,Women,55-59,1339
639,Faxe,Women,60-64,1437
640,Faxe,Women,65-69,1266
641,Faxe,Women,70-74,1071
642,Faxe,Women,75-79,1080
643,Faxe,Women,80-84,811
644,Faxe,Women,85-89,371
645,Faxe,Women,90-94,176
646,Fredensborg,Men,100+,16
647,Fredensborg,Men,15-19,1237
648,Fredensborg,Men,20-24,769
649,Fredensborg,Men,25-29,545
650,Fredensborg,Men,30-34,783
651,Fredensborg,Men,35-39,961
652,Fredensborg,Men,40-44,842
653,Fredensborg,Men,45-49,1010
654,Fredensborg,Men,50-54,1191
655,Fredensborg,Men,55-59,1332
656,Fredensborg,Men,60-64,1337
657,Fredensborg,Men,65-69,1132
658,Fredensborg,Men,70-74,1073
659,Fredensborg,Men,75-79,1076
660,Fredensborg,Men,80-84,758
661,Fredensborg,Men,85-89,304
662,Fredensborg,Men,90-94,92
663,Fredensborg,Women,100+,47
664,Fredensborg,Women,15-19,1157
665,Fredensborg,Women,20-24,662
666,Fredensborg,Women,25-29,503
667,Fredensborg,Women,30-34,887
668,Fredensborg,Women,35-39,1024
669,Fredensborg,Women,40-44,912
670,Fredensborg,Women,45-49,1084
671,Fredensborg,Women,50-54,1255
672,Fredensborg,Women,55-59,1423
673,Fredensborg,Women,60-64,1467
674,Fredensborg,Women,65-69,1263
675,Fredensborg,Women,70-74,1195
676,Fredensborg,Women,75-79,1335
677,Fredensborg,Women,80-84,993
678,Fredensborg,Women,85-89,438
679,Fredensborg,Women,90-94,188
680,Fredericia,Men,100+,23
681,Fredericia,Men,15-19,1468
682,Fredericia,Men,20-24,1277
683,Fredericia,Men,25-29,1244
684,Fredericia,Men,30-34,1527
685,Fredericia,Men,35-39,1293
686,Fredericia,Men,40-44,1290
687,Fredericia,Men,45-49,1430
