,municipality,gender,age_group,N
688,Fredericia,Men,50-54,1671
689,Fredericia,Men,55-59,1832
690,Fredericia,Men,60-64,1812
691,Fredericia,Men,65-69,1453
692,Fredericia,Men,70-74,1284
693,Fredericia,Men,75-79,1199
694,Fredericia,Men,80-84,958
695,Fredericia,Men,85-89,397
696,Fredericia,Men,90-94,124
697,Fredericia,Women,100+,71
698,Fredericia,Women,15-19,1354
699,Fredericia,Women,20-24,1091
700,Fredericia,Women,25-29,1087
701,Fredericia,Women,30-34,1331
702,Fredericia,Women,35-39,1279
703,Fredericia,Women,40-44,1186
704,Fredericia,Women,45-49,1422
705,Fredericia,Women,50-54,1680
706,Fredericia,Women,55-59,1740
707,Fredericia,Women,60-64,1778
708,Fredericia,Women,65-69,1579
709,Fredericia,Women,70-74,1330
710,Fredericia,Women,75-79,1370
711,Fredericia,Women,80-84,1106
712,Fredericia,Women,85-89,560
713,Fredericia,Women,90-94,245
714,Frederiksberg,Men,100+,33
715,Frederiksberg,Men,15-19,2262
716,Frederiksberg,Men,20-24,3238
717,Frederiksberg,Men,25-29,4834
718,Frederiksberg,Men,30-34,3950
719,Frederiksberg,Men,35-39,2633
720,Frederiksberg,Men,40-44,2085
721,Frederiksberg,Men,45-49,2417
722,Frederiksberg,Men,50-54,2809
723,Frederiksberg,Men,55-59,2719
724,Frederiksberg,Men,60-64,2548
725,Frederiksberg,Men,65-69,1955
726,Frederiksberg,Men,70-74,1595
727,Frederiksberg,Men,75-79,1673
728,Frederiksberg,Men,80-84,1333
729,Frederiksberg,Men,85-89,523
730,Frederiksberg,Men,90-94,174
731,Frederiksberg,Women,100+,141
732,Frederiksberg,Women,15-19,2259
733,Frederiksberg,Women,20-24,3908
734,Frederiksberg,Women,25-29,5129
735,Frederiksberg,Women,30-34,3914
736,Frederiksberg,Women,35-39,2519
737,Frederiksberg,Women,40-44,2120
738,Frederiksberg,Women,45-49,2652
739,Frederiksberg,Women,50-54,3057
740,Frederiksberg,Women,55-59,2946
741,Frederiksberg,Women,60-64,2797
742,Frederiksberg,Women,65-69,2215
743,Frederiksberg,Women,70-74,2170
744,Frederiksberg,Women,75-79,2422
745,Frederiksberg,Women,80-84,1989
746,Frederiksberg,Women,85-89,1002
747,Frederiksberg,Women,90-94,469
748,Frederikshavn,Men,100+,30
749,Frederikshavn,Men,15-19,1482
750,Frederikshavn,Men,20-24,1205
751,Frederikshavn,Men,25-29,1023
752,Frederikshavn,Men,30-34,1236
753,Frederikshavn,Men,35-39,1280
754,Frederikshavn,Men,40-44,1302
755,Frederikshavn,Men,45-49,1408
756,Frederikshavn,Men,50-54,1727
757,Frederikshavn,Men,55-59,2070
758,Frederikshavn,Men,60-64,2283
759,Frederikshavn,Men,65-69,2093
760,Frederikshavn,Men,70-74,1879
761,Frederikshavn,Men,75-79,1772
762,Frederikshavn,Men,80-84,1315
763,Frederikshavn,Men,85-89,595
764,Frederikshavn,Men,90-94,179
765,Frederikshavn,Women,100+,93
766,Frederikshavn,Women,15-19,1394
767,Frederikshavn,Women,20-24,871
768,Frederikshavn,Women,25-29,839
769,Frederikshavn,Women,30-34,1174
770,Frederikshavn,Women,35-39,1217
771,Frederikshavn,Women,40-44,1170
772,Frederikshavn,Women,45-49,1422
773,Frederikshavn,Women,50-54,1720
774,Frederikshavn,Women,55-59,2018
775,Frederikshavn,Women,60-64,2258
776,Frederikshavn,Women,65-69,2147
777,Frederikshavn,Women,70-74,1951
778,Frederikshavn,Women,75-79,1903
779,Frederikshavn,Women,80-84,1549
780,Frederikshavn,Women,85-89,803
781,Frederikshavn,Women,90-94,348
782,Frederikssund,Men,100+,10
783,Frederikssund,Men,15-19,1308
784,Frederikssund,Men,20-24,1071
785,Frederikssund,Men,25-29,870
786,Frederikssund,Men,30-34,1127
787,Frederikssund,Men,35-39,1158
788,Frederikssund,Men,40-44,1003
789,Frederikssund,Men,45-49,1191
790,Frederikssund,Men,50-54,1608
791,Frederikssund,Men,55-59,1732
792,Frederikssund,Men,60-64,1854
793,Frederikssund,Men,65-69,1480
794,Frederikssund,Men,70-74,1249
795,Frederikssund,Men,75-79,1235
796,Frederikssund,Men,80-84,963
797,Frederikssund,Men,85-89,442
798,Frederikssund,Men,90-94,100
799,Frederikssund,Women,100+,57
800,Frederikssund,Women,15-19,1268
801,Frederikssund,Women,20-24,866
802,Frederikssund,Women,25-29,781
803,Frederikssund,Women,30-34,1161
804,Frederikssund,Women,35-39,1081
805,Frederikssund,Women,40-44,984
806,Frederikssund,Women,45-49,1232
807,Frederikssund,Women,50-54,1640
808,Frederikssund,Women,55-59,1674
809,Frederikssund,Women,60-64,1891
810,Frederikssund,Women,65-69,1568
811,Frederikssund,Women,70-74,1355
812,Frederikssund,Women,75-79,1435
813,Frederikssund,Women,80-84,1236
814,Frederikssund,Women,85-89,616
815,Frederikssund,Women,90-94,202
816,Furesø,Men,100+,20
817,Furesø,Men,15-19,1395
818,Furesø,Men,20-24,753
819,Furesø,Men,25-29,469
820,Furesø,Men,30-34,751
821,Furesø,Men,35-39,1049
822,Furesø,Men,40-44,1055
823,Furesø,Men,45-49,1170
824,Furesø,Men,50-54,1339
825,Furesø,Men,55-59,1300
826,Furesø,Men,60-64,1322
827,Furesø,Men,65-69,1054
828,Furesø,Men,70-74,873
829,Furesø,Men,75-79,880
830,Furesø,Men,80-84,718
831,Furesø,Men,85-89,375
832,Furesø,Men,90-94,141
833,Furesø,Women,100+,71
834,Furesø,Women,15-19,1251
835,Furesø,Women,20-24,648
836,Furesø,Women,25-29,390
837,Furesø,Women,30-34,859
838,Furesø,Women,35-39,1107
839,Furesø,Women,40-44,1097
840,Furesø,Women,45-49,1264
841,Furesø,Women,50-54,1377
842,Furesø,Women,55-59,1347
843,Furesø,Women,60-64,1383
844,Furesø,Women,65-69,1084
845,Furesø,Women,70-74,1092
846,Furesø,Women,75-79,1131
847,Furesø,Women,80-84,941
848,Furesø,Women,85-89,573
849,Furesø,Women,90-94,271
850,Gentofte,Men,100+,30
851,Gentofte,Men,15-19,2654
852,Gentofte,Men,20-24,1714
853,Gentofte,Men,25-29,1209
854,Gentofte,Men,30-34,1307
855,Gentofte,Men,35-39,1328
856,Gentofte,Men,40-44,1476
857,Gentofte,Men,45-49,1927
858,Gentofte,Men,50-54,2398
859,Gentofte,Men,55-59,2515
860,Gentofte,Men,60-64,2374
861,Gentofte,Men,65-69,1872
862,Gentofte,Men,70-74,1557
863,Gentofte,Men,75-79,1603
864,Gentofte,Men,80-84,1197
865,Gentofte,Men,85-89,547
866,Gentofte,Men,90-94,179
867,Gentofte,Women,100+,131
868,Gentofte,Women,15-19,2546
869,Gentofte,Women,20-24,1428
870,Gentofte,Women,25-29,995
871,Gentofte,Women,30-34,1298
872,Gentofte,Women,35-39,1462
873,Gentofte,Women,40-44,1616
874,Gentofte,Women,45-49,2152
875,Gentofte,Women,50-54,2682
876,Gentofte,Women,55-59,2787
877,Gentofte,Women,60-64,2590
878,Gentofte,Women,65-69,2080
879,Gentofte,Women,70-74,1839
880,Gentofte,Women,75-79,1990
881,Gentofte,Women,80-84,1690
882,Gentofte,Women,85-89,909
883,Gentofte,Women,90-94,407
884,Gladsaxe,Men,100+,27
885,Gladsaxe,Men,15-19,2105
886,Gladsaxe,Men,20-24,1966
887,Gladsaxe,Men,25-29,1721
888,Gladsaxe,Men,30-34,1761
889,Gladsaxe,Men,35-39,1742
890,Gladsaxe,Men,40-44,1688
891,Gladsaxe,Men,45-49,1833
892,Gladsaxe,Men,50-54,2012
893,Gladsaxe,Men,55-59,1861
894,Gladsaxe,Men,60-64,1866
895,Gladsaxe,Men,65-69,1575
896,Gladsaxe,Men,70-74,1299
897,Gladsaxe,Men,75-79,1087
898,Gladsaxe,Men,80-84,798
899,Gladsaxe,Men,85-89,311
900,Gladsaxe,Men,90-94,120
901,Gladsaxe,Women,100+,94
902,Gladsaxe,Women,15-19,1911
903,Gladsaxe,Women,20-24,1608
904,Gladsaxe,Women,25-29,1443
905,Gladsaxe,Women,30-34,1584
906,Gladsaxe,Women,35-39,1740
907,Gladsaxe,Women,40-44,1639
908,Gladsaxe,Women,45-49,1859
909,Gladsaxe,Women,50-54,2101
910,Gladsaxe,Women,55-59,1932
911,Gladsaxe,Women,60-64,1924
912,Gladsaxe,Women,65-69,1610
913,Gladsaxe,Women,70-74,1501
914,Gladsaxe,Women,75-79,1351
915,Gladsaxe,Women,80-84,1021
916,Gladsaxe,Women,85-89,621
917,Gladsaxe,Women,90-94,322
918,Glostrup,Men,100+,11
919,Glostrup,Men,15-19,602
920,Glostrup,Men,20-24,647
921,Glostrup,Men,25-29,714
922,Glostrup,Men,30-34,758
923,Glostrup,Men,35-39,669
924,Glostrup,Men,40-44,568
925,Glostrup,Men,45-49,644
926,Glostrup,Men,50-54,696
927,Glostrup,Men,55-59,725
928,Glostrup,Men,60-64,669
929,Glostrup,Men,65-69,527
930,Glostrup,Men,70-74,387
931,Glostrup,Men,75-79,415
932,Glostrup,Men,80-84,289
933,Glostrup,Men,85-89,145
934,Glostrup,Men,90-94,43
935,Glostrup,Women,100+,28
936,Glostrup,Women,15-19,535
937,Glostrup,Women,20-24,589
938,Glostrup,Women,25-29,720
939,Glostrup,Women,30-34,708
940,Glostrup,Women,35-39,638
941,Glostrup,Women,40-44,512
942,Glostrup,Women,45-49,579
943,Glostrup,Women,50-54,665
944,Glostrup,Women,55-59,694
945,Glostrup,Women,60-64,694
946,Glostrup,Women,65-69,566
947,Glostrup,Women,70-74,481
948,Glostrup,Women,75-79,509
949,Glostrup,Women,80-84,408
950,Glostrup,Women,85-89,285
951,Glostrup,Women,90-94,137
952,Greve,Men,100+,10
953,Greve,Men,15-19,1686
954,Greve,Men,20-24,1174
955,Greve,Men,25-29,860
956,Greve,Men,30-34,1292
957,Greve,Men,35-39,1281
958,Greve,Men,40-44,1266
959,Greve,Men,45-49,1345
960,Greve,Men,50-54,1638
961,Greve,Men,55-59,1792
962,Greve,Men,60-64,1653
963,Greve,Men,65-69,1141
964,Greve,Men,70-74,1091
965,Greve,Men,75-79,1132
966,Greve,Men,80-84,980
967,Greve,Men,85-89,395
968,Greve,Men,90-94,120
969,Greve,Women,100+,38
970,Greve,Women,15-19,1489
971,Greve,Women,20-24,999
972,Greve,Women,25-29,897
973,Greve,Women,30-34,1378
974,Greve,Women,35-39,1386
975,Greve,Women,40-44,1267
976,Greve,Women,45-49,1454
977,Greve,Women,50-54,1754
978,Greve,Women,55-59,1784
979,Greve,Women,60-64,1595
980,Greve,Women,65-69,1258
981,Greve,Women,70-74,1216
982,Greve,Women,75-79,1494
983,Greve,Women,80-84,1248
984,Greve,Women,85-89,569
985,Greve,Women,90-94,178
986,Gribskov,Men,100+,16
987,Gribskov,Men,15-19,1106
988,Gribskov,Men,20-24,819
989,Gribskov,Men,25-29,649
990,Gribskov,Men,30-34,824
991,Gribskov,Men,35-39,885
992,Gribskov,Men,40-44,780
993,Gribskov,Men,45-49,966
994,Gribskov,Men,50-54,1350
995,Gribskov,Men,55-59,1557
996,Gribskov,Men,60-64,1690
997,Gribskov,Men,65-69,1560
998,Gribskov,Men,70-74,1344
999,Gribskov,Men,75-79,1327
1000,Gribskov,Men,80-84,1023
1001,Gribskov,Men,85-89,446
1002,Gribskov,Men,90-94,100
1003,Gribskov,Women,100+,45
1004,Gribskov,Women,15-19,1044
1005,Gribskov,Women,20-24,621
1006,Gribskov,Women,25-29,594
1007,Gribskov,Women,30-34,816
1008,Gribskov,Women,35-39,853
1009,Gribskov,Women,40-44,802
1010,Gribskov,Women,45-49,1028
1011,Gribskov,Women,50-54,1415
1012,Gribskov,Women,55-59,1615
1013,Gribskov,Women,60-64,1785
1014,Gribskov,Women,65-69,1576
1015,Gribskov,Women,70-74,1364
1016,Gribskov,Women,75-79,1501
1017,Gribskov,Women,80-84,1184
1018,Gribskov,Women,85-89,496
1019,Gribskov,Women,90-94,199
1020,Guldborgsund,Men,100+,34
1021,Guldborgsund,Men,15-19,1509
1022,Guldborgsund,Men,20-24,1174
1023,Guldborgsund,Men,25-29,1232
1024,Guldborgsund,Men,30-34,1437
1025,Guldborgsund,Men,35-39,1411
1026,Guldborgsund,Men,40-44,1313
1027,Guldborgsund,Men,45-49,1591
1028,Guldborgsund,Men,50-54,1812
1029,Guldborgsund,Men,55-59,2082
1030,Guldborgsund,Men,60-64,2246
1031,Guldborgsund,Men,65-69,2101
1032,Guldborgsund,Men,70-74,1957
1033,Guldborgsund,Men,75-79,1790
1034,Guldborgsund,Men,80-84,1272
1035,Guldborgsund,Men,85-89,542
1036,Guldborgsund,Men,90-94,177
1037,Guldborgsund,Women,100+,76
1038,Guldborgsund,Women,15-19,1407
1039,Guldborgsund,Women,20-24,1101
1040,Guldborgsund,Women,25-29,1131
1041,Guldborgsund,Women,30-34,1365
1042,Guldborgsund,Women,35-39,1319
1043,Guldborgsund,Women,40-44,1230
1044,Guldborgsund,Women,45-49,1488
1045,Guldborgsund,Women,50-54,1865
1046,Guldborgsund,Women,55-59,1959
1047,Guldborgsund,Women,60-64,2230
1048,Guldborgsund,Women,65-69,2104
1049,Guldborgsund,Women,70-74,2033
1050,Guldborgsund,Women,75-79,1998
1051,Guldborgsund,Women,80-84,1493
1052,Guldborgsund,Women,85-89,816
1053,Guldborgsund,Women,90-94,343
1054,Haderslev,Men,100+,23
1055,Haderslev,Men,15-19,1582
1056,Haderslev,Men,20-24,1306
1057,Haderslev,Men,25-29,1112
1058,Haderslev,Men,30-34,1294
1059,Haderslev,Men,35-39,1227
1060,Haderslev,Men,40-44,1229
1061,Haderslev,Men,45-49,1469
1062,Haderslev,Men,50-54,1707
1063,Haderslev,Men,55-59,1857
1064,Haderslev,Men,60-64,1938
1065,Haderslev,Men,65-69,1736
1066,Haderslev,Men,70-74,1570
1067,Haderslev,Men,75-79,1384
1068,Haderslev,Men,80-84,1026
1069,Haderslev,Men,85-89,475
1070,Haderslev,Men,90-94,142
1071,Haderslev,Women,100+,68
1072,Haderslev,Women,15-19,1505
1073,Haderslev,Women,20-24,1031
1074,Haderslev,Women,25-29,892
1075,Haderslev,Women,30-34,1176
1076,Haderslev,Women,35-39,1197
1077,Haderslev,Women,40-44,1229
1078,Haderslev,Women,45-49,1388
1079,Haderslev,Women,50-54,1633
1080,Haderslev,Women,55-59,1811
1081,Haderslev,Women,60-64,1956
1082,Haderslev,Women,65-69,1799
1083,Haderslev,Women,70-74,1605
1084,Haderslev,Women,75-79,1483
1085,Haderslev,Women,80-84,1218
1086,Haderslev,Women,85-89,711
1087,Haderslev,Women,90-94,326
1088,Halsnæs,Men,100+,10
1089,Halsnæs,Men,15-19,828
1090,Halsnæs,Men,20-24,613
1091,Halsnæs,Men,25-29,518
1092,Halsnæs,Men,30-34,651
1093,Halsnæs,Men,35-39,666
1094,Halsnæs,Men,40-44,607
1095,Halsnæs,Men,45-49,814
1096,Halsnæs,Men,50-54,968
1097,Halsnæs,Men,55-59,1094
1098,Halsnæs,Men,60-64,1198
1099,Halsnæs,Men,65-69,1148
1100,Halsnæs,Men,70-74,1028
1101,Halsnæs,Men,75-79,1032
1102,Halsnæs,Men,80-84,688
1103,Halsnæs,Men,85-89,288
1104,Halsnæs,Men,90-94,78
1105,Halsnæs,Women,100+,31
1106,Halsnæs,Women,15-19,739
1107,Halsnæs,Women,20-24,511
1108,Halsnæs,Women,25-29,454
1109,Halsnæs,Women,30-34,652
1110,Halsnæs,Women,35-39,600
1111,Halsnæs,Women,40-44,617
1112,Halsnæs,Women,45-49,823
1113,Halsnæs,Women,50-54,1011
1114,Halsnæs,Women,55-59,1090
1115,Halsnæs,Women,60-64,1282
1116,Halsnæs,Women,65-69,1147
1117,Halsnæs,Women,70-74,1104
1118,Halsnæs,Women,75-79,1071
1119,Halsnæs,Women,80-84,788
1120,Halsnæs,Women,85-89,397
1121,Halsnæs,Women,90-94,144
1122,Hedensted,Men,100+,16
1123,Hedensted,Men,15-19,1537
1124,Hedensted,Men,20-24,1050
1125,Hedensted,Men,25-29,972
1126,Hedensted,Men,30-34,1241
1127,Hedensted,Men,35-39,1181
1128,Hedensted,Men,40-44,1134
1129,Hedensted,Men,45-49,1377
1130,Hedensted,Men,50-54,1728
1131,Hedensted,Men,55-59,1744
1132,Hedensted,Men,60-64,1730
1133,Hedensted,Men,65-69,1470
1134,Hedensted,Men,70-74,1223
1135,Hedensted,Men,75-79,1122
1136,Hedensted,Men,80-84,779
1137,Hedensted,Men,85-89,324
1138,Hedensted,Men,90-94,126
1139,Hedensted,Women,100+,62
1140,Hedensted,Women,15-19,1292
1141,Hedensted,Women,20-24,813
1142,Hedensted,Women,25-29,832
1143,Hedensted,Women,30-34,1245
1144,Hedensted,Women,35-39,1143
1145,Hedensted,Women,40-44,1110
1146,Hedensted,Women,45-49,1374
1147,Hedensted,Women,50-54,1583
1148,Hedensted,Women,55-59,1714
1149,Hedensted,Women,60-64,1610
1150,Hedensted,Women,65-69,1389
1151,Hedensted,Women,70-74,1212
1152,Hedensted,Women,75-79,1175
1153,Hedensted,Women,80-84,901
1154,Hedensted,Women,85-89,492
1155,Hedensted,Women,90-94,221
1156,Helsingør,Men,100+,33
1157,Helsingør,Men,15-19,1854
1158,Helsingør,Men,20-24,1371
1159,Helsingør,Men,25-29,1084
1160,Helsingør,Men,30-34,1414
1161,Helsingør,Men,35-39,1543
1162,Helsingør,Men,40-44,1312
1163,Helsingør,Men,45-49,1516
1164,Helsingør,Men,50-54,1970
1165,Helsingør,Men,55-59,2284
1166,Helsingør,Men,60-64,2315
1167,Helsingør,Men,65-69,1864
1168,Helsingør,Men,70-74,1652
1169,Helsingør,Men,75-79,1638
1170,Helsingør,Men,80-84,1317
1171,Helsingør,Men,85-89,553
1172,Helsingør,Men,90-94,168
1173,Helsingør,Women,100+,83
1174,Helsingør,Women,15-19,1758
1175,Helsingør,Women,20-24,1191
1176,Helsingør,Women,25-29,990
1177,Helsingør,Women,30-34,1385
1178,Helsingør,Women,35-39,1527
1179,Helsingør,Women,40-44,1350
1180,Helsingør,Women,45-49,1620
1181,Helsingør,Women,50-54,2217
1182,Helsingør,Women,55-59,2393
1183,Helsingør,Women,60-64,2374
1184,Helsingør,Women,65-69,2092
1185,Helsingør,Women,70-74,1943
1186,Helsingør,Women,75-79,2023
1187,Helsingør,Women,80-84,1624
1188,Helsingør,Women,85-89,873
1189,Helsingør,Women,90-94,331
1190,Herlev,Men,100+,17
1191,Herlev,Men,15-19,914
1192,Herlev,Men,20-24,852
1193,Herlev,Men,25-29,782
1194,Herlev,Men,30-34,765
1195,Herlev,Men,35-39,789
1196,Herlev,Men,40-44,737
1197,Herlev,Men,45-49,791
1198,Herlev,Men,50-54,876
1199,Herlev,Men,55-59,788
1200,Herlev,Men,60-64,837
1201,Herlev,Men,65-69,705
1202,Herlev,Men,70-74,598
1203,Herlev,Men,75-79,524
1204,Herlev,Men,80-84,359
1205,Herlev,Men,85-89,180
1206,Herlev,Men,90-94,72
1207,Herlev,Women,100+,49
1208,Herlev,Women,15-19,867
1209,Herlev,Women,20-24,703
1210,Herlev,Women,25-29,706
1211,Herlev,Women,30-34,799
1212,Herlev,Women,35-39,794
1213,Herlev,Women,40-44,743
1214,Herlev,Women,45-49,872
1215,Herlev,Women,50-54,811
1216,Herlev,Women,55-59,876
1217,Herlev,Women,60-64,833
1218,Herlev,Women,65-69,814
1219,Herlev,Women,70-74,698
1220,Herlev,Women,75-79,592
1221,Herlev,Women,80-84,487
1222,Herlev,Women,85-89,312
1223,Herlev,Women,90-94,158
1224,Herning,Men,100+,32
1225,Herning,Men,15-19,2588
1226,Herning,Men,20-24,2291
1227,Herning,Men,25-29,2159
1228,Herning,Men,30-34,2507
1229,Herning,Men,35-39,2355
1230,Herning,Men,40-44,1997
1231,Herning,Men,45-49,2463
1232,Herning,Men,50-54,2792
1233,Herning,Men,55-59,3012
1234,Herning,Men,60-64,2918
1235,Herning,Men,65-69,2439
1236,Herning,Men,70-74,2104
1237,Herning,Men,75-79,2008
1238,Herning,Men,80-84,1400
1239,Herning,Men,85-89,724
1240,Herning,Men,90-94,199
1241,Herning,Women,100+,110
1242,Herning,Women,15-19,2603
1243,Herning,Women,20-24,2071
1244,Herning,Women,25-29,1839
1245,Herning,Women,30-34,2311
1246,Herning,Women,35-39,2114
1247,Herning,Women,40-44,2065
1248,Herning,Women,45-49,2385
1249,Herning,Women,50-54,2730
1250,Herning,Women,55-59,2839
1251,Herning,Women,60-64,2773
1252,Herning,Women,65-69,2438
1253,Herning,Women,70-74,2327
1254,Herning,Women,75-79,2223
1255,Herning,Women,80-84,1700
1256,Herning,Women,85-89,927
1257,Herning,Women,90-94,413
1258,Hillerød,Men,100+,25
1259,Hillerød,Men,15-19,1649
1260,Hillerød,Men,20-24,1425
1261,Hillerød,Men,25-29,1215
1262,Hillerød,Men,30-34,1439
1263,Hillerød,Men,35-39,1429
1264,Hillerød,Men,40-44,1243
1265,Hillerød,Men,45-49,1347
1266,Hillerød,Men,50-54,1723
1267,Hillerød,Men,55-59,1778
1268,Hillerød,Men,60-64,1718
1269,Hillerød,Men,65-69,1372
1270,Hillerød,Men,70-74,1097
1271,Hillerød,Men,75-79,1035
1272,Hillerød,Men,80-84,776
1273,Hillerød,Men,85-89,387
1274,Hillerød,Men,90-94,109
1275,Hillerød,Women,100+,45
1276,Hillerød,Women,15-19,1592
1277,Hillerød,Women,20-24,1248
1278,Hillerød,Women,25-29,1120
1279,Hillerød,Women,30-34,1414
1280,Hillerød,Women,35-39,1428
1281,Hillerød,Women,40-44,1285
1282,Hillerød,Women,45-49,1421
1283,Hillerød,Women,50-54,1852
1284,Hillerød,Women,55-59,1948
1285,Hillerød,Women,60-64,1817
1286,Hillerød,Women,65-69,1430
1287,Hillerød,Women,70-74,1206
1288,Hillerød,Women,75-79,1337
1289,Hillerød,Women,80-84,1063
1290,Hillerød,Women,85-89,605
1291,Hillerød,Women,90-94,203
1292,Hjørring,Men,100+,33
1293,Hjørring,Men,15-19,1832
1294,Hjørring,Men,20-24,1450
1295,Hjørring,Men,25-29,1249
1296,Hjørring,Men,30-34,1602
1297,Hjørring,Men,35-39,1495
1298,Hjørring,Men,40-44,1408
1299,Hjørring,Men,45-49,1689
1300,Hjørring,Men,50-54,1924
1301,Hjørring,Men,55-59,2201
1302,Hjørring,Men,60-64,2296
1303,Hjørring,Men,65-69,2126
1304,Hjørring,Men,70-74,1817
1305,Hjørring,Men,75-79,1751
1306,Hjørring,Men,80-84,1204
1307,Hjørring,Men,85-89,560
1308,Hjørring,Men,90-94,218
1309,Hjørring,Women,100+,93
1310,Hjørring,Women,15-19,1637
1311,Hjørring,Women,20-24,1216
1312,Hjørring,Women,25-29,1184
1313,Hjørring,Women,30-34,1519
1314,Hjørring,Women,35-39,1382
1315,Hjørring,Women,40-44,1380
1316,Hjørring,Women,45-49,1635
1317,Hjørring,Women,50-54,1984
1318,Hjørring,Women,55-59,2092
1319,Hjørring,Women,60-64,2312
1320,Hjørring,Women,65-69,2211
1321,Hjørring,Women,70-74,2054
1322,Hjørring,Women,75-79,1777
1323,Hjørring,Women,80-84,1391
1324,Hjørring,Women,85-89,826
1325,Hjørring,Women,90-94,368
1326,Holbæk,Men,100+,22
1327,Holbæk,Men,15-19,2289
1328,Holbæk,Men,20-24,1834
1329,Holbæk,Men,25-29,1508
1330,Holbæk,Men,30-34,1909
1331,Holbæk,Men,35-39,1883
1332,Holbæk,Men,40-44,1781
1333,Holbæk,Men,45-49,1913
1334,Holbæk,Men,50-54,2457
1335,Holbæk,Men,55-59,2650
1336,Holbæk,Men,60-64,2522
